battery_capacity_kWh,avg_speed_kmph,distance_km,temperature_c,humidity_percent,charging_time_hrs,vehicle_weight_kg,driving_mode,terrain_type,ev_energy_demand
43,71,179,-5,21,3.33,1386,sport,highway,1
80,53,207,21,78,1.99,2337,eco,rural,1
47,94,171,43,47,1.06,2200,normal,urban,0
95,73,229,7,40,3.5,1504,normal,urban,1
23,28,72,-2,89,1.69,2341,eco,urban,0
79,64,232,17,44,1.59,1945,sport,rural,1
58,85,168,10,54,4.22,1060,sport,rural,1
66,83,30,17,75,2.96,1365,eco,rural,1
97,55,216,15,31,1.23,1024,sport,highway,0
46,44,214,8,42,4.02,2068,eco,rural,1
86,61,162,2,40,1.82,1470,sport,rural,1
33,72,35,31,45,2.04,1830,normal,highway,1
89,71,146,41,34,3.68,2271,sport,rural,1
70,52,224,11,89,2.94,1214,normal,urban,0
38,36,142,11,52,2.47,1689,eco,rural,1
34,73,192,33,82,1.09,1021,sport,rural,0
48,47,37,34,53,3.45,1833,normal,urban,1
61,23,172,41,45,2.72,1419,eco,highway,1
20,59,164,-9,34,2.45,1444,sport,urban,1
43,73,165,33,62,3.53,2114,eco,urban,0
43,31,184,7,60,2.45,2026,eco,rural,1
42,66,105,41,63,0.55,1946,eco,urban,1
95,28,31,-1,28,4.51,1311,normal,rural,0
81,30,66,31,73,4.83,2473,sport,rural,1
52,73,249,17,57,3.92,1517,sport,rural,1
38,20,283,30,22,3.18,1096,eco,highway,0
52,40,186,18,86,2.75,2387,eco,highway,0
79,97,190,1,85,4.13,2449,normal,rural,1
65,51,18,-5,53,1.85,2308,sport,urban,0
21,96,26,33,77,2.23,2306,normal,urban,1
63,53,161,44,38,1.52,1777,eco,rural,1
27,43,153,11,68,1.63,1572,eco,rural,0
68,79,81,42,53,2.84,1136,eco,urban,0
51,50,12,29,47,4.04,1574,eco,highway,0
84,39,78,6,70,4.01,1370,sport,highway,0
75,93,233,-3,60,4.5,1801,sport,rural,0
31,98,287,24,25,3.5,2208,eco,urban,0
72,51,193,38,52,1.87,1857,normal,urban,0
25,84,91,14,77,3.29,2497,eco,rural,1
81,67,77,27,40,4.8,1366,normal,highway,1
94,66,294,34,55,2.56,1973,sport,highway,1
20,80,107,6,87,2.85,2294,sport,rural,1
66,76,168,23,30,3.73,2096,normal,highway,1
67,63,21,41,38,0.97,1874,sport,rural,1
20,56,230,42,33,1.67,1816,normal,highway,1
36,57,12,27,82,1.44,2340,sport,rural,0
46,45,276,24,69,1.85,1643,sport,highway,1
65,51,18,-5,53,1.85,2308,sport,urban,0
22,45,280,4,84,4.1,1330,normal,highway,0
80,47,248,2,82,4.95,2233,sport,rural,0
41,34,204,-9,30,2.16,1276,eco,rural,0
20,80,107,6,87,2.85,2294,sport,rural,1
26,75,186,28,88,1.4,1099,eco,rural,1
69,20,241,20,58,3.89,1299,eco,urban,0
36,82,139,3,89,2.28,1139,eco,urban,0
65,51,18,-5,53,1.85,2308,sport,urban,0
86,94,91,25,68,1.92,1795,eco,highway,0
57,86,151,-1,29,3.69,2201,eco,urban,0
70,52,224,11,89,2.94,1214,normal,urban,0
63,87,225,29,77,4.2,1337,normal,highway,0
35,48,286,41,84,2.99,2205,sport,highway,0
71,37,185,5,56,4.91,1736,eco,highway,0
26,83,97,8,58,4.96,1234,eco,rural,0
20,44,49,34,43,0.82,1962,normal,urban,1
31,91,225,-3,65,1.08,1219,sport,highway,0
34,84,133,7,26,2.77,1076,eco,highway,1
34,79,259,-9,75,2.14,1594,sport,highway,0
35,75,16,28,35,0.5,1602,sport,rural,1
43,82,210,19,49,2.69,1112,normal,urban,1
44,73,260,29,64,3.94,1924,sport,highway,1
20,80,107,6,87,2.85,2294,sport,rural,1
34,83,256,-4,37,3.15,1402,normal,rural,1
55,68,273,24,67,3.91,1618,eco,rural,1
48,61,63,-6,76,3.83,1082,eco,rural,0
47,24,29,27,49,4.31,1927,sport,rural,1
35,42,211,10,35,4.82,1415,sport,rural,1
52,68,240,38,23,2.11,1115,eco,highway,0
78,49,111,43,85,1.91,2056,eco,rural,0
77,75,102,32,84,4.78,1950,eco,urban,1
46,66,235,11,39,0.83,1042,sport,rural,1
67,21,280,-9,20,1.11,1802,normal,rural,0
51,81,55,21,22,1.7,1464,sport,rural,0
60,69,35,41,26,2.63,1020,eco,highway,0
89,63,170,29,21,1.83,2392,sport,urban,1
63,45,154,13,85,2.11,1081,eco,highway,1
50,43,178,3,57,3.71,1383,eco,highway,1
96,20,132,12,26,2.75,1072,eco,highway,0
58,70,41,14,54,1.61,1619,normal,highway,0
66,31,126,12,82,0.61,1892,sport,rural,0
51,81,55,21,22,1.7,1464,sport,rural,0
43,70,175,21,60,3.41,2262,eco,highway,1
32,41,141,40,64,2.58,1684,normal,rural,0
47,92,169,-5,89,2.07,1689,eco,urban,0
52,29,235,3,22,4.46,1241,sport,highway,1
44,59,215,3,81,2.83,1824,eco,highway,1
23,59,280,-5,87,0.54,1880,eco,urban,1
54,70,281,10,34,2.33,2375,eco,rural,1
77,58,245,7,54,2.17,1725,sport,rural,0
59,48,154,2,59,4.56,1733,eco,rural,1
94,82,98,-9,76,0.83,2432,sport,highway,0
53,28,126,31,28,4.67,1717,normal,highway,1
92,74,34,15,23,2.48,1127,sport,highway,0
77,58,245,7,54,2.17,1725,sport,rural,0
79,94,179,4,64,4.91,1949,sport,rural,1
68,21,116,18,47,4.85,1454,normal,highway,0
78,89,169,41,29,0.52,1389,eco,rural,0
54,70,281,10,34,2.33,2375,eco,rural,1
35,88,16,-9,61,2.45,1559,normal,rural,1
57,32,226,28,20,0.64,2424,eco,highway,0
57,57,101,43,35,1.0,2342,eco,rural,0
38,23,48,3,82,3.83,2392,normal,urban,0
21,76,195,-8,69,2.52,1202,sport,highway,0
93,26,184,25,85,1.86,1615,normal,urban,0
57,32,226,28,20,0.64,2424,eco,highway,0
67,59,161,24,67,3.04,1424,sport,highway,1
52,73,249,17,57,3.92,1517,sport,rural,1
48,51,266,34,59,2.46,1643,normal,rural,0
35,44,277,30,73,2.43,1941,normal,rural,0
79,52,284,43,32,3.21,1049,sport,urban,1
26,32,279,-3,46,4.4,1039,sport,rural,1
58,34,59,30,39,3.97,1498,eco,urban,0
31,81,252,2,59,1.39,2292,sport,highway,1
44,59,215,3,81,2.83,1824,eco,highway,1
67,24,182,10,71,3.06,2337,normal,highway,0
88,54,255,6,66,3.78,1898,sport,rural,0
54,78,17,29,40,4.97,1193,normal,urban,0
80,48,288,24,42,4.38,1867,sport,highway,0
50,94,197,-8,47,3.59,1679,sport,rural,0
44,73,260,29,64,3.94,1924,sport,highway,1
71,34,183,27,78,0.78,2312,sport,urban,0
22,36,163,0,58,0.62,2035,sport,urban,1
27,88,271,20,40,4.26,2334,normal,urban,1
46,44,214,8,42,4.02,2068,eco,rural,1
51,26,49,18,38,1.03,1657,sport,highway,1
63,87,225,29,77,4.2,1337,normal,highway,0
67,25,202,35,70,0.78,2088,sport,rural,1
59,22,22,30,45,4.05,1852,normal,rural,0
76,97,154,33,29,2.33,1841,sport,rural,0
34,86,72,-2,54,1.45,1024,eco,highway,0
40,72,230,33,42,4.28,1404,normal,rural,0
43,35,73,-6,32,4.52,2258,sport,rural,1
94,30,284,39,39,1.09,1687,normal,rural,1
52,36,102,7,72,3.77,2363,eco,urban,1
92,78,142,21,70,2.8,1690,sport,rural,0
77,75,102,32,84,4.78,1950,eco,urban,1
20,35,208,25,40,3.62,1916,eco,highway,1
39,40,32,27,78,4.28,1508,sport,urban,1
43,70,175,21,60,3.41,2262,eco,highway,1
27,98,245,24,39,4.4,1072,eco,rural,0
45,30,140,0,74,4.75,1540,eco,highway,0
32,41,141,40,64,2.58,1684,normal,rural,0
95,60,68,38,60,4.59,2230,eco,highway,1
90,26,188,36,58,1.18,1043,sport,urban,0
91,24,48,23,41,4.06,1153,eco,highway,0
88,94,205,11,58,4.85,2228,sport,rural,0
49,30,217,10,47,1.25,1244,sport,rural,0
93,30,61,4,48,1.21,2299,normal,highway,1
89,52,54,42,59,1.74,1489,eco,urban,0
54,83,217,14,44,2.59,2236,eco,highway,1
20,94,98,19,57,4.13,1998,sport,urban,1
78,78,47,44,56,4.58,1150,sport,urban,1
47,74,145,2,30,4.09,1479,eco,rural,0
71,74,21,34,40,4.29,1567,eco,highway,1
55,89,167,23,83,1.61,1294,eco,rural,0
82,57,125,26,33,2.05,1117,eco,urban,1
92,78,142,21,70,2.8,1690,sport,rural,0
79,94,179,4,64,4.91,1949,sport,rural,1
92,74,34,15,23,2.48,1127,sport,highway,0
68,29,128,19,40,4.15,2452,normal,rural,0
39,32,294,16,27,3.43,1963,normal,highway,0
43,70,175,21,60,3.41,2262,eco,highway,1
57,57,101,43,35,1.0,2342,eco,rural,0
34,73,192,33,82,1.09,1021,sport,rural,0
94,30,284,39,39,1.09,1687,normal,rural,1
95,51,68,-1,74,3.97,1484,normal,rural,1
41,97,159,6,27,1.36,1250,normal,urban,1
50,70,290,-9,87,3.73,1229,sport,highway,0
49,97,24,5,23,0.59,1621,eco,urban,0
73,63,49,19,52,3.31,1945,eco,highway,1
35,53,194,4,80,0.75,1726,sport,rural,0
52,28,233,-9,39,1.91,2210,sport,highway,1
35,44,277,30,73,2.43,1941,normal,rural,0
66,83,30,17,75,2.96,1365,eco,rural,1
95,46,170,5,66,4.02,1673,sport,highway,1
65,38,227,-9,38,1.32,1954,sport,rural,0
25,84,91,14,77,3.29,2497,eco,rural,1
58,33,82,41,21,2.79,1194,eco,rural,0
39,40,32,27,78,4.28,1508,sport,urban,1
32,41,224,16,43,3.89,2096,sport,urban,1
31,36,167,0,69,2.48,1257,normal,highway,1
24,39,10,21,48,3.47,2359,normal,rural,1
22,47,49,1,80,1.05,1943,eco,urban,1
65,56,59,-7,63,0.58,1629,sport,urban,0
77,42,23,-1,33,4.92,1639,normal,rural,1
24,39,10,21,48,3.47,2359,normal,rural,1
83,28,172,35,78,2.36,2385,eco,highway,0
67,58,175,-1,34,1.53,1645,normal,urban,0
53,87,247,34,52,4.92,2030,sport,highway,1
30,78,197,-3,85,1.93,2014,sport,highway,1
54,82,173,-10,44,2.78,1220,eco,urban,0
31,59,299,20,38,4.39,1026,sport,highway,0
32,55,123,43,47,2.17,1385,eco,rural,0
39,45,28,38,68,3.63,2401,normal,highway,0
31,36,234,-1,71,2.29,1383,sport,urban,1
68,29,128,19,40,4.15,2452,normal,rural,0
55,89,167,23,83,1.61,1294,eco,rural,0
97,84,21,37,83,2.93,1582,normal,rural,0
67,59,161,24,67,3.04,1424,sport,highway,1
95,26,14,-1,66,4.32,1053,normal,urban,0
75,61,278,19,89,2.74,1318,normal,rural,0
76,43,242,-2,46,2.2,1122,sport,highway,1
22,45,280,4,84,4.1,1330,normal,highway,0
73,55,60,10,75,1.31,2287,normal,rural,0
28,32,34,-10,55,4.82,1070,normal,urban,1
64,53,187,-8,74,2.69,2189,sport,highway,1
52,70,109,10,70,0.7,1533,eco,urban,1
34,83,256,-4,37,3.15,1402,normal,rural,1
80,59,291,-4,60,2.23,2093,sport,highway,0
21,21,27,37,34,3.48,2255,eco,urban,0
77,85,238,25,40,4.55,1117,eco,highway,0
21,76,195,-8,69,2.52,1202,sport,highway,0
73,48,132,41,81,2.51,1329,eco,highway,0
85,31,250,-3,26,3.26,1261,normal,rural,1
31,71,50,-3,23,4.63,1291,sport,highway,0
47,24,29,27,49,4.31,1927,sport,rural,1
38,93,31,43,64,2.5,1831,normal,highway,1
35,91,128,7,72,2.47,2126,eco,urban,1
88,53,290,41,46,2.72,1313,sport,rural,0
72,70,226,-2,59,2.37,1400,sport,rural,0
89,71,146,41,34,3.68,2271,sport,rural,1
42,23,117,-4,81,4.35,2071,eco,urban,1
38,20,283,30,22,3.18,1096,eco,highway,0
55,41,115,32,57,3.31,1457,normal,highway,0
83,28,297,34,60,0.83,1192,normal,highway,1
43,33,117,37,38,1.17,1019,sport,highway,1
21,36,218,20,67,4.01,2424,normal,urban,0
51,40,186,21,55,3.96,2260,normal,urban,1
21,36,218,20,67,4.01,2424,normal,urban,0
49,43,245,14,65,0.76,1060,sport,highway,1
44,57,236,31,34,0.74,2061,normal,rural,0
94,81,275,-10,76,3.12,1573,eco,rural,0
47,29,74,43,35,4.8,2466,eco,highway,0
43,33,117,37,38,1.17,1019,sport,highway,1
93,26,184,25,85,1.86,1615,normal,urban,0
87,70,89,12,27,1.77,1058,normal,rural,0
44,59,215,3,81,2.83,1824,eco,highway,1
24,21,50,11,59,2.75,2377,normal,urban,1
99,84,110,-10,28,4.22,1018,sport,rural,0
56,49,36,14,25,4.89,1661,sport,highway,0
42,31,21,-6,80,1.59,1016,sport,rural,1
77,93,86,6,65,1.67,1146,sport,rural,1
95,26,14,-1,66,4.32,1053,normal,urban,0
89,27,152,39,57,0.54,1018,eco,highway,0
20,35,208,25,40,3.62,1916,eco,highway,1
97,99,235,34,56,3.59,1946,normal,urban,1
90,49,283,-1,76,1.41,2437,eco,highway,1
78,94,36,14,31,1.79,1745,eco,rural,0
54,49,194,-4,66,4.91,1480,eco,rural,1
37,37,231,20,47,3.98,1413,normal,highway,0
86,94,91,25,68,1.92,1795,eco,highway,0
39,81,215,12,51,2.12,1548,eco,urban,0
88,54,255,6,66,3.78,1898,sport,rural,0
38,36,142,11,52,2.47,1689,eco,rural,1
27,48,95,35,23,1.38,2019,sport,rural,1
67,54,21,24,44,2.89,1847,normal,highway,0
25,84,91,14,77,3.29,2497,eco,rural,1
21,36,218,20,67,4.01,2424,normal,urban,0
90,49,283,-1,76,1.41,2437,eco,highway,1
55,49,142,40,33,3.11,1842,sport,urban,1
94,59,178,-10,89,1.72,2466,normal,rural,1
64,92,111,21,74,3.71,1989,normal,urban,1
26,83,97,8,58,4.96,1234,eco,rural,0
63,53,161,44,38,1.52,1777,eco,rural,1
68,29,128,19,40,4.15,2452,normal,rural,0
85,34,73,12,76,4.54,1494,sport,highway,0
35,75,16,28,35,0.5,1602,sport,rural,1
46,81,156,3,49,0.57,1543,sport,urban,0
20,56,230,42,33,1.67,1816,normal,highway,1
89,86,177,-6,60,2.99,2361,eco,urban,1
54,70,281,10,34,2.33,2375,eco,rural,1
33,31,140,38,38,2.9,1585,eco,urban,1
40,72,230,33,42,4.28,1404,normal,rural,0
88,48,220,25,87,4.92,1170,eco,urban,1
86,59,46,24,21,4.07,2410,sport,urban,1
86,44,107,33,84,3.64,2152,sport,urban,0
73,55,60,10,75,1.31,2287,normal,rural,0
56,21,296,0,70,2.95,1513,normal,rural,1
91,78,166,12,37,1.81,1956,normal,urban,1
94,82,98,-9,76,0.83,2432,sport,highway,0
35,53,194,4,80,0.75,1726,sport,rural,0
81,36,13,44,49,4.07,2318,sport,rural,1
74,27,68,33,36,3.99,2187,normal,highway,0
60,69,35,41,26,2.63,1020,eco,highway,0
31,90,172,-6,20,1.36,1556,normal,highway,1
76,43,242,-2,46,2.2,1122,sport,highway,1
31,36,234,-1,71,2.29,1383,sport,urban,1
71,93,237,10,87,1.53,2436,sport,urban,0
94,81,275,-10,76,3.12,1573,eco,rural,0
88,54,255,6,66,3.78,1898,sport,rural,0
68,75,99,25,42,3.68,2198,eco,rural,1
36,42,202,16,52,3.71,2063,eco,urban,1
41,34,204,-9,30,2.16,1276,eco,rural,0
21,56,275,5,40,3.01,1568,sport,highway,0
65,33,17,23,28,3.98,1546,eco,urban,0
76,40,150,16,66,2.28,1892,eco,rural,1
60,70,43,24,74,2.68,1147,sport,rural,1
50,94,197,-8,47,3.59,1679,sport,rural,0
77,23,111,35,81,4.64,1155,eco,rural,1
79,70,233,-7,44,3.67,1091,normal,rural,0
45,68,19,26,80,0.68,1322,eco,urban,0
99,57,246,-9,66,2.66,1056,sport,rural,0
64,57,201,44,22,0.69,1657,sport,urban,0
53,20,127,2,25,1.29,1205,eco,highway,0
37,45,168,22,49,2.94,1386,normal,rural,1
52,53,162,13,89,4.52,2475,sport,urban,0
35,25,242,15,85,3.35,2358,eco,urban,1
55,80,56,33,50,1.14,2443,sport,highway,0
26,20,207,17,75,3.93,1214,normal,rural,1
79,52,284,43,32,3.21,1049,sport,urban,1
88,54,255,6,66,3.78,1898,sport,rural,0
52,42,13,4,46,3.55,1962,sport,rural,1
20,76,231,44,63,1.25,1511,normal,rural,0
94,30,284,39,39,1.09,1687,normal,rural,1
71,26,185,31,40,2.64,2459,eco,urban,0
96,37,152,28,40,2.05,1974,eco,urban,1
43,31,184,7,60,2.45,2026,eco,rural,1
38,20,283,30,22,3.18,1096,eco,highway,0
40,69,67,35,53,2.02,2412,sport,rural,1
66,31,126,12,82,0.61,1892,sport,rural,0
77,71,175,41,25,4.51,1136,normal,rural,0
30,57,254,-9,23,3.1,2306,sport,highway,0
70,97,34,2,61,1.76,1211,eco,rural,1
32,41,224,16,43,3.89,2096,sport,urban,1
66,31,126,12,82,0.61,1892,sport,rural,0
65,68,238,21,57,4.63,1334,normal,rural,1
84,69,150,0,66,1.79,1366,eco,urban,0
58,97,232,-8,80,1.52,1898,eco,urban,1
67,36,93,7,51,1.4,1282,normal,urban,1
81,85,149,-7,61,2.52,2177,eco,highway,1
46,81,156,3,49,0.57,1543,sport,urban,0
60,23,275,31,28,3.08,1744,normal,urban,1
42,72,82,8,38,4.48,1594,sport,highway,0
82,57,125,26,33,2.05,1117,eco,urban,1
63,45,154,13,85,2.11,1081,eco,highway,1
86,44,107,33,84,3.64,2152,sport,urban,0
81,82,89,2,33,2.23,1451,normal,rural,1
59,62,120,-6,70,2.57,1238,sport,highway,1
89,63,170,29,21,1.83,2392,sport,urban,1
27,43,153,11,68,1.63,1572,eco,rural,0
82,85,234,-7,40,3.36,1246,normal,highway,1
62,90,11,23,70,3.89,1184,eco,highway,0
20,60,195,30,64,4.32,1428,sport,urban,0
61,65,70,39,54,0.9,1175,sport,rural,0
82,71,38,14,89,2.72,2157,normal,rural,1
93,90,204,-3,31,0.66,1002,sport,highway,1
66,42,126,32,66,4.31,1671,eco,urban,1
27,88,167,26,83,3.07,2474,sport,rural,0
81,36,13,44,49,4.07,2318,sport,rural,1
53,73,117,39,50,4.84,1097,sport,highway,0
26,20,207,17,75,3.93,1214,normal,rural,1
36,57,12,27,82,1.44,2340,sport,rural,0
35,88,16,-9,61,2.45,1559,normal,rural,1
20,79,131,10,49,4.78,2348,sport,highway,1
94,83,236,15,42,3.6,1463,normal,highway,1
56,47,49,-6,40,1.55,1169,eco,urban,1
30,55,122,16,33,4.59,1362,sport,rural,1
64,57,278,21,82,2.19,1595,eco,highway,0
92,74,34,15,23,2.48,1127,sport,highway,0
64,53,187,-8,74,2.69,2189,sport,highway,1
81,22,99,19,88,1.52,2070,sport,urban,0
22,27,38,19,89,4.08,1914,eco,rural,0
47,24,29,27,49,4.31,1927,sport,rural,1
80,50,192,26,78,3.17,1820,normal,urban,0
72,24,208,34,30,3.97,1260,sport,highway,0
60,23,275,31,28,3.08,1744,normal,urban,1
83,68,158,43,39,1.19,2107,eco,highway,1
57,83,260,13,66,2.16,2408,normal,highway,1
46,23,68,22,89,2.11,1867,eco,urban,1
82,71,38,14,89,2.72,2157,normal,rural,1
73,63,49,19,52,3.31,1945,eco,highway,1
66,83,30,17,75,2.96,1365,eco,rural,1
43,70,276,4,59,4.81,2437,sport,rural,0
93,82,139,6,64,1.63,2072,normal,highway,1
63,91,154,-3,24,1.9,2010,eco,rural,1
90,93,208,15,65,3.11,1217,sport,urban,0
73,63,49,19,52,3.31,1945,eco,highway,1
28,75,179,33,34,2.31,1376,normal,highway,1
70,29,298,28,76,2.25,1757,normal,urban,0
32,41,224,16,43,3.89,2096,sport,urban,1
37,65,52,11,53,4.18,1055,sport,rural,0
23,53,112,8,23,2.28,1424,normal,rural,0
37,56,16,19,67,3.95,2364,sport,urban,0
32,91,223,-2,47,4.74,1720,normal,highway,1
71,76,285,17,30,1.77,2115,eco,rural,0
62,41,240,12,86,3.04,1684,sport,highway,0
24,48,248,-8,66,3.94,2349,normal,rural,0
55,49,142,40,33,3.11,1842,sport,urban,1
62,70,104,23,30,0.8,1484,eco,highway,0
42,97,213,35,27,2.64,1904,normal,rural,0
54,20,279,39,64,2.7,1517,normal,urban,0
52,42,13,4,46,3.55,1962,sport,rural,1
77,35,160,-7,88,1.54,1489,eco,highway,1
46,45,276,24,69,1.85,1643,sport,highway,1
21,76,195,-8,69,2.52,1202,sport,highway,0
64,92,111,21,74,3.71,1989,normal,urban,1
72,52,210,20,27,4.84,1330,sport,highway,1
21,36,218,20,67,4.01,2424,normal,urban,0
27,43,153,11,68,1.63,1572,eco,rural,0
31,57,53,41,58,3.16,2147,sport,rural,1
87,53,68,29,68,1.14,1274,normal,highway,1
53,73,117,39,50,4.84,1097,sport,highway,0
53,73,117,39,50,4.84,1097,sport,highway,0
37,67,166,39,68,3.84,1266,eco,urban,0
71,37,185,5,56,4.91,1736,eco,highway,0
97,55,216,15,31,1.23,1024,sport,highway,0
43,82,210,19,49,2.69,1112,normal,urban,1
67,54,21,24,44,2.89,1847,normal,highway,0
80,53,207,21,78,1.99,2337,eco,rural,1
77,75,102,32,84,4.78,1950,eco,urban,1
76,34,50,-2,89,2.95,1415,eco,rural,0
82,69,227,30,89,3.55,1300,normal,highway,1
52,97,286,-6,36,2.29,1596,sport,highway,1
49,48,138,-1,35,0.68,1139,sport,urban,0
93,26,184,25,85,1.86,1615,normal,urban,0
28,70,201,11,69,3.66,1255,eco,highway,1
78,49,111,43,85,1.91,2056,eco,rural,0
83,68,158,43,39,1.19,2107,eco,highway,1
78,22,294,-6,60,2.78,1313,sport,urban,1
51,26,49,18,38,1.03,1657,sport,highway,1
25,44,111,2,79,4.76,1203,sport,highway,0
24,21,50,11,59,2.75,2377,normal,urban,1
58,97,232,-8,80,1.52,1898,eco,urban,1
55,68,273,24,67,3.91,1618,eco,rural,1
35,42,211,10,35,4.82,1415,sport,rural,1
20,72,212,18,56,4.38,2281,sport,rural,1
82,57,125,26,33,2.05,1117,eco,urban,1
52,53,162,13,89,4.52,2475,sport,urban,0
54,78,17,29,40,4.97,1193,normal,urban,0
63,91,154,-3,24,1.9,2010,eco,rural,1
47,92,169,-5,89,2.07,1689,eco,urban,0
58,70,41,14,54,1.61,1619,normal,highway,0
77,58,245,7,54,2.17,1725,sport,rural,0
63,46,119,-3,86,2.21,1391,sport,rural,1
54,22,143,-8,89,4.33,1644,sport,urban,0
91,69,45,38,22,1.48,2202,sport,highway,0
39,45,237,32,43,1.56,1901,normal,rural,0
87,24,294,-2,22,1.47,1454,sport,urban,0
33,76,157,-4,44,3.3,1931,sport,urban,1
61,65,70,39,54,0.9,1175,sport,rural,0
23,28,72,-2,89,1.69,2341,eco,urban,0
45,25,226,0,35,3.86,1661,eco,highway,0
86,84,297,7,23,3.4,1195,normal,urban,1
38,91,197,10,66,4.3,1294,normal,urban,0
50,94,197,-8,47,3.59,1679,sport,rural,0
27,59,166,-9,51,3.82,1068,normal,highway,0
41,34,204,-9,30,2.16,1276,eco,rural,0
24,48,248,-8,66,3.94,2349,normal,rural,0
94,29,162,0,51,3.67,1827,eco,urban,0
94,66,294,34,55,2.56,1973,sport,highway,1
29,92,114,18,52,0.54,1629,eco,highway,0
42,23,117,-4,81,4.35,2071,eco,urban,1
20,95,64,39,83,3.7,2474,normal,highway,1
62,41,240,12,86,3.04,1684,sport,highway,0
72,70,226,-2,59,2.37,1400,sport,rural,0
79,93,25,38,57,2.06,2415,sport,highway,1
20,79,131,10,49,4.78,2348,sport,highway,1
58,56,138,21,43,1.73,1902,normal,rural,1
34,84,133,7,26,2.77,1076,eco,highway,1
79,66,18,24,54,1.1,1174,eco,rural,0
85,30,38,3,61,2.37,2007,eco,rural,0
29,92,114,18,52,0.54,1629,eco,highway,0
58,85,168,10,54,4.22,1060,sport,rural,1
91,78,166,12,37,1.81,1956,normal,urban,1
85,31,250,-3,26,3.26,1261,normal,rural,1
65,51,18,-5,53,1.85,2308,sport,urban,0
21,36,65,5,87,3.14,1060,normal,urban,1
49,30,102,10,80,3.98,1108,normal,highway,1
84,39,78,6,70,4.01,1370,sport,highway,0
37,56,16,19,67,3.95,2364,sport,urban,0
33,56,243,30,44,3.78,1937,eco,urban,0
83,54,113,20,22,1.22,2120,eco,highway,0
81,67,77,27,40,4.8,1366,normal,highway,1
34,86,72,-2,54,1.45,1024,eco,highway,0
69,25,26,-10,59,4.84,2211,eco,rural,0
51,45,228,4,42,4.78,2237,sport,highway,0
28,32,34,-10,55,4.82,1070,normal,urban,1
81,36,13,44,49,4.07,2318,sport,rural,1
33,76,157,-4,44,3.3,1931,sport,urban,1
62,24,270,-9,79,4.25,2187,eco,highway,0
41,50,112,41,58,1.81,1411,eco,rural,1
68,75,181,-7,46,4.8,2082,eco,urban,0
24,21,50,11,59,2.75,2377,normal,urban,1
59,62,120,-6,70,2.57,1238,sport,highway,1
38,36,246,12,80,3.57,2337,sport,rural,1
20,95,64,39,83,3.7,2474,normal,highway,1
74,27,68,33,36,3.99,2187,normal,highway,0
95,58,248,13,54,4.42,1798,sport,highway,1
80,59,291,-4,60,2.23,2093,sport,highway,0
32,82,216,8,83,1.99,1718,eco,rural,1
61,79,35,42,34,4.13,1715,eco,highway,0
89,86,177,-6,60,2.99,2361,eco,urban,1
95,44,140,31,29,1.8,2092,eco,highway,1
42,66,105,41,63,0.55,1946,eco,urban,1
38,36,142,11,52,2.47,1689,eco,rural,1
34,84,133,7,26,2.77,1076,eco,highway,1
20,72,212,18,56,4.38,2281,sport,rural,1
85,34,73,12,76,4.54,1494,sport,highway,0
21,65,70,2,24,2.25,1901,sport,urban,0
66,42,126,32,66,4.31,1671,eco,urban,1
36,82,139,3,89,2.28,1139,eco,urban,0
48,40,102,42,49,3.91,2167,sport,urban,0
41,97,159,6,27,1.36,1250,normal,urban,1
64,52,55,10,20,0.84,1498,normal,urban,0
32,39,93,16,38,0.7,2456,eco,highway,0
61,86,252,-3,20,4.81,1283,sport,highway,0
58,87,135,3,27,0.51,2493,sport,rural,0
91,78,166,12,37,1.81,1956,normal,urban,1
54,94,207,31,45,4.67,2102,sport,highway,0
71,80,250,28,60,4.23,2091,eco,urban,0
79,70,233,-7,44,3.67,1091,normal,rural,0
74,70,165,4,68,1.34,1316,eco,highway,1
28,98,105,-2,64,3.93,2332,sport,urban,0
53,28,126,31,28,4.67,1717,normal,highway,1
78,20,108,-3,43,3.95,1617,sport,highway,1
87,46,213,3,33,3.56,1140,eco,rural,0
81,68,26,34,77,1.8,1196,eco,urban,1
64,52,55,10,20,0.84,1498,normal,urban,0
80,50,192,26,78,3.17,1820,normal,urban,0
54,33,138,14,49,1.51,2468,normal,highway,0
54,33,138,14,49,1.51,2468,normal,highway,0
89,63,170,29,21,1.83,2392,sport,urban,1
65,56,59,-7,63,0.58,1629,sport,urban,0
54,94,207,31,45,4.67,2102,sport,highway,0
84,52,23,-3,47,3.1,1731,sport,highway,1
42,82,81,-9,77,0.61,2395,sport,rural,0
63,36,291,16,23,1.13,1201,eco,urban,1
43,71,179,-5,21,3.33,1386,sport,highway,1
72,95,82,16,49,2.88,1448,normal,urban,0
34,24,115,26,33,3.34,1194,normal,rural,1
41,97,159,6,27,1.36,1250,normal,urban,1
41,50,112,41,58,1.81,1411,eco,rural,1
95,26,14,-1,66,4.32,1053,normal,urban,0
43,35,73,-6,32,4.52,2258,sport,rural,1
27,87,271,-4,38,4.81,2001,eco,urban,0
78,49,111,43,85,1.91,2056,eco,rural,0
81,55,114,23,52,0.85,1378,normal,urban,1
64,76,274,35,86,1.23,1768,sport,highway,1
32,41,141,40,64,2.58,1684,normal,rural,0
77,58,245,7,54,2.17,1725,sport,rural,0
61,65,187,25,64,1.87,1803,eco,urban,0
51,37,101,9,58,2.84,1638,sport,highway,0
35,57,101,40,77,1.13,1114,eco,rural,1
