Vehicle_ID,Battery_Type,Vehicle_Type,Ambient_Temperature,Distance_Driven_km,State_of_Charge_%,Battery_Capacity_kWh,Current_Speed_kmph,Energy_Consumed_kWh,Predicted_Value
EV1465,Li-ion,Truck,17.9,178.9,63.5,21.9,52.9,35.78,not in demand
EV0875,LiFePO4,Hatchback,-4.2,50.5,54.7,97.7,48.8,10.1,not in demand
EV3340,NiMH,Sedan,1.9,16.0,33.8,85.6,71.9,3.2,not in demand
EV2713,Li-ion,Hatchback,19.4,38.8,59.7,67.7,97.6,7.76,not in demand
EV1252,Li-ion,Truck,21.4,4.2,94.5,68.3,72.9,0.84,not in demand
EV2349,NiMH,Sedan,28.9,338.6,39.4,31.1,60.7,67.72,in demand
EV0841,NiMH,Hatchback,4.4,23.1,81.6,90.4,62.4,4.62,not in demand
EV1322,LiFePO4,Truck,2.7,402.5,39.2,47.2,11.3,80.5,in demand
EV0582,LiFePO4,SUV,-2.3,120.2,99.2,84.4,79.3,24.04,not in demand
EV0205,NiMH,Truck,38.3,73.4,30.7,38.0,9.8,14.68,not in demand
EV1642,LiFePO4,Hatchback,10.1,111.8,68.5,46.7,28.4,22.36,not in demand
EV2015,LiFePO4,Sedan,18.6,413.9,83.6,70.5,106.1,82.78,in demand
EV0906,Li-ion,Sedan,-4.1,213.3,98.6,44.3,96.3,42.66,in demand
EV0632,NiMH,Truck,16.3,124.6,6.0,97.7,89.8,24.92,not in demand
EV3365,Li-ion,Hatchback,6.0,462.9,41.1,45.6,43.4,92.58,in demand
EV1975,LiFePO4,Truck,23.3,5.3,77.3,79.0,40.7,1.06,not in demand
EV0163,NiMH,Sedan,-0.9,259.7,0.1,44.1,33.3,51.94,in demand
EV3173,NiMH,SUV,8.0,126.1,71.9,65.3,77.1,25.22,not in demand
EV1190,Li-ion,Truck,15.1,406.0,21.6,29.0,105.8,81.2,in demand
EV1823,LiFePO4,Sedan,-3.1,152.7,76.5,49.9,10.3,30.54,not in demand
EV0618,LiFePO4,SUV,36.9,437.5,25.6,63.7,8.6,87.5,in demand
EV2078,LiFePO4,Hatchback,25.7,196.3,58.8,57.5,25.0,39.26,not in demand
EV1432,Li-ion,Truck,4.6,266.8,89.6,65.7,83.0,53.36,in demand
EV0548,NiMH,Truck,41.9,202.1,83.6,94.7,78.9,40.42,in demand
EV3335,LiFePO4,SUV,19.0,53.4,0.9,44.8,114.2,10.68,not in demand
EV2661,Li-ion,Hatchback,18.5,463.1,67.6,27.7,65.1,92.62,in demand
EV3143,LiFePO4,Truck,38.8,399.3,35.0,52.1,105.9,79.86,in demand
EV2388,Li-ion,Hatchback,31.2,308.0,19.2,45.5,94.9,61.6,in demand
EV1090,LiFePO4,Sedan,24.2,499.4,84.7,36.1,107.4,99.88,in demand
EV0974,NiMH,Sedan,36.0,146.4,3.2,67.3,116.4,29.28,not in demand
EV3303,Li-ion,Truck,20.8,240.8,76.2,95.3,62.8,48.16,in demand
EV1862,Li-ion,Hatchback,30.8,219.0,31.2,60.2,16.2,43.8,in demand
EV0641,Li-ion,SUV,38.2,263.4,40.7,64.3,74.8,52.68,in demand
EV0557,Li-ion,Hatchback,24.4,390.6,67.8,24.8,26.9,78.12,in demand
EV0638,Li-ion,Truck,35.2,211.7,26.4,63.6,29.4,42.34,in demand
EV2185,LiFePO4,SUV,32.6,257.2,93.2,30.4,102.7,51.44,in demand
EV2867,Li-ion,Truck,6.1,290.8,33.5,99.2,47.6,58.16,in demand
EV2987,NiMH,Truck,38.1,428.1,38.3,78.2,117.0,85.62,in demand
EV2097,LiFePO4,Hatchback,-5.1,128.2,39.4,78.3,17.3,25.64,not in demand
EV3381,LiFePO4,Hatchback,7.0,205.8,5.0,31.9,108.9,41.16,in demand
EV3076,NiMH,SUV,-2.7,129.5,1.4,90.3,59.0,25.9,not in demand
EV0753,LiFePO4,Hatchback,28.5,6.2,52.7,31.4,43.0,1.24,not in demand
EV2842,NiMH,Sedan,-1.3,335.2,69.6,89.0,60.8,67.04,in demand
EV0922,NiMH,SUV,-3.4,428.6,22.5,71.2,77.3,85.72,in demand
EV0547,Li-ion,Hatchback,3.0,345.5,76.8,45.3,62.1,69.1,in demand
EV1985,LiFePO4,Truck,27.9,356.5,97.9,44.2,4.1,71.3,in demand
EV1901,NiMH,SUV,39.7,355.2,83.2,96.2,23.0,71.04,in demand
EV2029,Li-ion,SUV,19.0,211.5,93.2,40.4,59.9,42.3,in demand
EV2302,LiFePO4,Hatchback,24.9,400.9,55.4,69.9,8.0,80.18,in demand
EV1886,Li-ion,Truck,21.2,198.2,63.3,66.3,108.1,39.64,not in demand
EV1643,NiMH,SUV,2.6,27.8,96.4,86.1,69.0,5.56,not in demand
EV2030,LiFePO4,SUV,1.1,139.4,14.7,82.4,49.1,27.88,not in demand
EV1800,NiMH,SUV,22.7,290.0,56.2,30.9,79.3,58.0,in demand
EV2098,NiMH,SUV,4.1,5.0,98.6,49.5,99.0,1.0,not in demand
EV3340,NiMH,Sedan,1.9,16.0,33.8,85.6,71.9,3.2,not in demand
EV2736,NiMH,SUV,18.5,406.2,14.3,73.2,94.7,81.24,in demand
EV2515,NiMH,Sedan,4.2,170.6,88.5,56.5,18.3,34.12,not in demand
EV2171,Li-ion,Truck,18.6,362.9,19.5,72.9,71.3,72.58,in demand
EV0837,LiFePO4,SUV,38.0,0.8,85.7,73.1,16.6,0.16,not in demand
EV0602,LiFePO4,Truck,-0.6,60.1,86.5,45.8,30.7,12.02,not in demand
EV2185,LiFePO4,SUV,32.6,257.2,93.2,30.4,102.7,51.44,in demand
EV3325,Li-ion,Sedan,37.5,267.8,54.5,75.5,45.0,53.56,in demand
EV2482,NiMH,Truck,-0.7,43.4,28.6,85.8,63.6,8.68,not in demand
EV2465,LiFePO4,Hatchback,5.7,170.5,14.2,65.3,22.3,34.1,not in demand
EV1583,LiFePO4,Truck,13.8,310.9,86.3,85.9,34.8,62.18,in demand
EV1625,Li-ion,Hatchback,15.8,159.1,77.8,68.2,51.7,31.82,not in demand
EV2534,NiMH,Sedan,43.5,430.6,78.9,83.1,112.0,86.12,in demand
EV2726,Li-ion,Truck,19.5,277.3,12.2,66.8,10.1,55.46,in demand
EV1071,NiMH,SUV,44.8,4.1,94.7,67.8,71.4,0.82,not in demand
EV1776,LiFePO4,Hatchback,4.8,404.5,73.0,89.8,13.8,80.9,in demand
EV2214,Li-ion,Sedan,21.1,214.6,26.2,63.0,74.5,42.92,in demand
EV1284,Li-ion,Truck,8.5,280.1,93.5,46.0,61.4,56.02,in demand
EV3051,Li-ion,SUV,15.9,242.5,56.1,31.9,4.7,48.5,in demand
EV0437,LiFePO4,SUV,4.1,388.3,57.7,71.7,69.1,77.66,in demand
EV1837,LiFePO4,Truck,-9.7,279.4,12.5,63.0,48.3,55.88,in demand
EV3116,Li-ion,SUV,14.1,163.2,26.6,66.6,49.7,32.64,not in demand
EV1020,LiFePO4,SUV,21.1,164.7,77.3,77.4,90.4,32.94,not in demand
EV2476,NiMH,Truck,-3.6,438.7,23.0,96.9,35.1,87.74,in demand
EV1327,Li-ion,SUV,-7.4,301.9,71.5,28.5,112.5,60.38,in demand
EV0476,Li-ion,Sedan,-9.9,119.0,59.4,75.7,43.3,23.8,not in demand
EV2850,LiFePO4,Hatchback,22.6,465.5,24.3,73.9,67.7,93.1,in demand
EV1652,Li-ion,Truck,13.4,256.7,76.3,73.2,63.2,51.34,in demand
EV1714,LiFePO4,Sedan,4.3,89.8,15.9,90.6,66.7,17.96,not in demand
EV2363,LiFePO4,Hatchback,17.5,398.6,61.9,61.9,110.3,79.72,in demand
EV2611,LiFePO4,SUV,-9.8,105.9,86.5,33.0,95.1,21.18,not in demand
EV2477,NiMH,Hatchback,26.1,371.5,25.3,39.0,70.6,74.3,in demand
EV2584,NiMH,Truck,21.4,430.2,61.6,73.3,71.5,86.04,in demand
EV1374,Li-ion,SUV,4.7,387.6,43.2,55.4,102.4,77.52,in demand
EV0740,NiMH,SUV,26.0,88.6,78.7,71.1,37.5,17.72,not in demand
EV2542,Li-ion,SUV,41.1,220.1,93.6,50.0,60.4,44.02,in demand
EV2441,NiMH,Truck,-3.6,487.8,13.1,44.2,42.6,97.56,in demand
EV0868,LiFePO4,Sedan,26.4,101.9,36.0,93.6,105.8,20.38,not in demand
EV1141,LiFePO4,SUV,-5.7,403.2,17.6,48.7,104.8,80.64,in demand
EV0998,LiFePO4,Hatchback,15.6,269.0,25.3,21.0,28.3,53.8,in demand
EV1338,LiFePO4,Sedan,-9.9,178.4,85.9,99.1,55.9,35.68,not in demand
EV0542,NiMH,Sedan,-0.3,237.6,14.5,97.3,52.7,47.52,in demand
EV1100,LiFePO4,SUV,1.8,12.2,18.9,82.7,67.4,2.44,not in demand
EV1133,LiFePO4,Truck,-3.5,471.3,33.6,63.0,91.3,94.26,in demand
EV2786,Li-ion,SUV,-0.1,26.5,90.7,29.4,43.8,5.3,not in demand
EV2716,NiMH,Hatchback,42.7,23.3,30.2,81.4,58.2,4.66,not in demand
EV2259,LiFePO4,SUV,45.0,21.7,66.7,95.9,112.9,4.34,not in demand
EV1071,NiMH,SUV,44.8,4.1,94.7,67.8,71.4,0.82,not in demand
EV0060,LiFePO4,Hatchback,39.0,10.0,16.2,96.1,53.5,2.0,not in demand
EV2884,Li-ion,Truck,6.1,230.9,65.1,30.9,50.4,46.18,in demand
EV1939,Li-ion,Truck,23.9,364.7,68.0,90.7,79.9,72.94,in demand
EV2577,LiFePO4,Hatchback,11.7,222.7,7.2,48.5,62.7,44.54,in demand
EV0607,NiMH,Sedan,12.9,344.5,18.0,48.2,66.6,68.9,in demand
EV1079,NiMH,Hatchback,44.2,31.8,10.4,94.9,5.8,6.36,not in demand
EV3250,Li-ion,Truck,18.0,200.8,19.0,51.3,95.1,40.16,in demand
EV3128,NiMH,Hatchback,-9.4,182.9,85.8,40.9,54.8,36.58,not in demand
EV2489,Li-ion,Truck,17.7,454.4,63.8,55.0,117.6,90.88,in demand
EV0941,NiMH,Truck,16.5,195.0,3.0,83.1,54.0,39.0,not in demand
EV1081,LiFePO4,SUV,34.5,256.2,34.8,52.2,83.9,51.24,in demand
EV0188,LiFePO4,Hatchback,-1.1,218.7,76.6,94.9,88.8,43.74,in demand
EV2635,NiMH,Truck,33.3,236.5,41.7,26.2,53.6,47.3,in demand
EV2086,Li-ion,SUV,38.5,256.6,62.7,96.5,4.4,51.32,in demand
EV2250,Li-ion,SUV,-4.2,393.6,38.4,22.0,109.9,78.72,in demand
EV1478,NiMH,SUV,12.4,182.3,13.1,68.9,116.4,36.46,not in demand
EV2024,LiFePO4,Hatchback,40.3,425.1,72.9,48.3,14.0,85.02,in demand
EV1577,NiMH,SUV,34.5,174.3,15.9,53.5,68.2,34.86,not in demand
EV0893,Li-ion,Hatchback,-2.4,158.3,40.2,35.3,29.6,31.66,not in demand
EV2692,NiMH,SUV,22.9,374.4,29.7,41.3,25.0,74.88,in demand
EV0227,NiMH,Truck,34.1,326.6,13.1,80.3,91.0,65.32,in demand
EV1502,LiFePO4,Hatchback,8.6,300.7,9.0,63.3,67.4,60.14,in demand
EV1930,LiFePO4,Hatchback,6.3,245.3,81.2,23.0,82.1,49.06,in demand
EV3056,NiMH,Hatchback,39.0,235.1,6.0,90.2,85.9,47.02,in demand
EV1095,Li-ion,Truck,16.8,208.3,92.4,67.8,88.2,41.66,in demand
EV1405,Li-ion,Sedan,18.5,475.9,29.9,70.5,41.2,95.18,in demand
EV2180,NiMH,Sedan,26.9,411.3,64.2,36.4,91.9,82.26,in demand
EV0698,Li-ion,Sedan,30.6,448.8,22.8,97.9,18.2,89.76,in demand
EV1125,LiFePO4,Hatchback,-2.7,31.9,12.8,22.7,40.3,6.38,not in demand
EV3362,LiFePO4,Truck,27.2,93.6,17.1,72.0,30.8,18.72,not in demand
EV1184,NiMH,Truck,1.1,352.4,7.8,47.8,50.3,70.48,in demand
EV1779,Li-ion,SUV,-0.2,221.6,42.6,20.3,51.2,44.32,in demand
EV2859,NiMH,SUV,33.5,0.5,85.1,25.8,100.3,0.1,not in demand
EV1038,NiMH,SUV,2.1,215.2,20.7,59.9,55.7,43.04,in demand
EV3199,Li-ion,SUV,8.8,254.5,83.1,59.0,37.5,50.9,in demand
EV2257,NiMH,SUV,28.4,311.5,19.8,90.8,17.5,62.3,in demand
EV0314,NiMH,SUV,28.0,22.3,84.8,22.3,67.7,4.46,not in demand
EV2282,NiMH,SUV,23.4,289.9,55.6,84.6,0.8,57.98,in demand
EV1417,NiMH,Truck,-7.1,80.8,25.1,83.6,85.3,16.16,not in demand
EV1037,Li-ion,SUV,7.5,129.8,57.9,70.0,46.5,25.96,not in demand
EV2160,LiFePO4,SUV,39.1,323.7,31.6,39.9,36.6,64.74,in demand
EV2518,Li-ion,SUV,33.0,316.7,30.9,27.2,19.1,63.34,in demand
EV1755,NiMH,Sedan,14.7,302.1,95.7,57.3,70.7,60.42,in demand
EV3113,NiMH,SUV,40.3,32.5,23.7,95.4,55.9,6.5,not in demand
EV2814,LiFePO4,SUV,32.1,197.7,45.1,59.9,94.7,39.54,not in demand
EV2699,Li-ion,Truck,12.6,29.7,5.2,43.9,108.3,5.94,not in demand
EV3208,Li-ion,Sedan,43.1,349.6,77.4,40.4,33.7,69.92,in demand
EV3243,Li-ion,Truck,-5.6,274.5,88.8,93.6,109.2,54.9,in demand
EV3432,NiMH,Truck,42.8,35.8,37.5,41.8,92.0,7.16,not in demand
EV1507,Li-ion,Hatchback,31.2,407.2,77.5,32.2,18.7,81.44,in demand
EV1924,NiMH,Sedan,30.4,109.4,32.1,69.8,95.3,21.88,not in demand
EV0449,LiFePO4,Truck,29.8,26.4,33.9,97.9,37.8,5.28,not in demand
EV1142,Li-ion,Truck,5.5,255.1,32.3,50.7,113.9,51.02,in demand
EV2529,LiFePO4,SUV,6.8,5.3,11.4,29.6,98.2,1.06,not in demand
EV1424,LiFePO4,Hatchback,24.2,45.1,98.9,53.0,0.7,9.02,not in demand
EV2790,Li-ion,SUV,-9.5,427.5,13.9,41.4,27.5,85.5,in demand
EV0362,LiFePO4,SUV,18.7,346.6,52.2,73.9,95.6,69.32,in demand
EV2184,NiMH,Truck,42.9,266.7,85.0,98.3,17.0,53.34,in demand
EV1135,NiMH,Sedan,37.6,311.7,46.6,41.7,49.6,62.34,in demand
EV2478,NiMH,Hatchback,8.8,449.9,94.0,40.3,16.4,89.98,in demand
EV2156,Li-ion,SUV,0.3,335.2,63.3,20.2,63.7,67.04,in demand
EV1831,Li-ion,Sedan,6.9,308.0,71.2,60.0,46.5,61.6,in demand
EV1054,Li-ion,Truck,-1.2,248.2,45.3,63.2,117.8,49.64,in demand
EV0023,NiMH,Truck,36.2,236.4,42.3,37.6,109.6,47.28,in demand
EV2067,LiFePO4,Truck,44.8,458.7,26.4,56.2,83.5,91.74,in demand
EV1654,Li-ion,Truck,0.1,118.5,54.5,98.6,14.3,23.7,not in demand
EV2588,LiFePO4,SUV,-7.6,219.8,88.5,49.8,29.4,43.96,in demand
EV3211,LiFePO4,Truck,6.1,262.8,12.2,70.5,15.5,52.56,in demand
EV1926,Li-ion,Truck,18.6,321.2,96.0,66.5,33.9,64.24,in demand
EV0371,NiMH,SUV,21.3,130.6,31.9,52.1,45.7,26.12,not in demand
EV2326,Li-ion,SUV,32.6,473.9,51.1,91.0,43.4,94.78,in demand
EV0461,Li-ion,SUV,8.3,352.9,84.2,63.2,87.7,70.58,in demand
EV1068,Li-ion,SUV,1.5,476.7,83.9,48.9,12.3,95.34,in demand
EV0088,Li-ion,Hatchback,16.2,133.4,17.5,29.3,9.2,26.68,not in demand
EV1431,Li-ion,Truck,32.1,56.4,46.5,52.3,26.4,11.28,not in demand
EV2648,Li-ion,Hatchback,14.3,8.5,14.9,64.6,38.6,1.7,not in demand
EV0283,LiFePO4,SUV,37.0,305.4,13.5,90.7,56.8,61.08,in demand
EV0463,Li-ion,Truck,28.9,326.2,76.1,79.4,42.1,65.24,in demand
EV0213,LiFePO4,SUV,17.6,159.2,64.5,65.3,29.1,31.84,not in demand
EV2500,NiMH,Sedan,-0.3,156.2,82.2,96.5,23.1,31.24,not in demand
EV1369,Li-ion,Truck,13.0,392.5,97.0,93.5,87.1,78.5,in demand
EV0235,Li-ion,Hatchback,24.0,464.8,63.6,58.6,106.5,92.96,in demand
EV2771,Li-ion,Truck,38.0,28.8,91.4,58.9,114.1,5.76,not in demand
EV0598,Li-ion,SUV,2.2,165.2,44.7,77.5,89.0,33.04,not in demand
EV0203,Li-ion,Sedan,-1.8,467.0,85.3,35.0,61.2,93.4,in demand
EV2251,Li-ion,SUV,27.0,204.4,5.5,92.2,110.8,40.88,in demand
EV1565,Li-ion,SUV,6.8,328.1,84.5,51.5,30.9,65.62,in demand
EV2284,NiMH,Hatchback,18.9,130.8,23.3,94.9,54.4,26.16,not in demand
EV0663,Li-ion,SUV,38.3,123.6,58.3,68.8,12.5,24.72,not in demand
EV2193,Li-ion,Truck,11.1,26.1,79.0,49.1,91.4,5.22,not in demand
EV2286,LiFePO4,SUV,22.0,209.2,17.9,32.5,82.1,41.84,in demand
EV1144,NiMH,Hatchback,4.1,140.8,3.3,68.0,117.0,28.16,not in demand
EV3194,Li-ion,Sedan,35.4,334.7,73.8,86.0,93.2,66.94,in demand
EV2504,LiFePO4,Sedan,11.5,482.7,10.5,84.1,56.3,96.54,in demand
EV1591,Li-ion,Truck,-7.4,83.7,44.0,22.8,100.3,16.74,not in demand
EV0780,Li-ion,Truck,3.3,238.0,45.4,57.9,48.3,47.6,in demand
EV0827,LiFePO4,SUV,39.0,83.0,56.7,52.0,52.3,16.6,not in demand
EV3427,Li-ion,Truck,31.2,446.0,91.0,43.6,112.8,89.2,in demand
EV1788,NiMH,Truck,-7.1,28.4,30.3,39.0,114.0,5.68,not in demand
EV3197,NiMH,Truck,42.2,448.7,97.8,33.9,105.9,89.74,in demand
EV2147,Li-ion,SUV,13.1,311.0,38.4,36.1,74.9,62.2,in demand
EV0686,Li-ion,Hatchback,44.6,16.8,4.2,32.3,54.1,3.36,not in demand
EV3170,LiFePO4,Hatchback,7.9,467.3,11.1,79.2,112.0,93.46,in demand
EV3114,LiFePO4,SUV,6.1,184.4,35.5,47.4,20.5,36.88,not in demand
EV3435,NiMH,Truck,29.8,421.2,51.5,94.5,65.6,84.24,in demand
EV2172,Li-ion,Hatchback,0.5,328.5,18.4,55.1,110.4,65.7,in demand
EV0859,NiMH,SUV,31.0,139.2,15.6,36.1,28.6,27.84,not in demand
EV1851,Li-ion,Truck,40.9,357.1,79.7,60.0,119.0,71.42,in demand
EV0488,Li-ion,Hatchback,34.2,465.5,30.6,33.5,85.9,93.1,in demand
EV1689,LiFePO4,Sedan,41.4,446.6,14.5,69.3,72.9,89.32,in demand
EV2231,Li-ion,Truck,9.8,431.4,67.4,83.1,60.4,86.28,in demand
EV3265,Li-ion,Truck,27.3,52.3,25.9,63.2,17.9,10.46,not in demand
EV2321,LiFePO4,Sedan,1.3,63.8,78.8,92.2,29.4,12.76,not in demand
EV0783,NiMH,Hatchback,26.2,269.1,3.3,87.0,58.7,53.82,in demand
EV0522,Li-ion,Hatchback,4.7,9.0,79.9,57.5,33.2,1.8,not in demand
EV0523,NiMH,Sedan,34.7,241.4,36.2,40.9,30.7,48.28,in demand
EV2838,Li-ion,SUV,29.7,188.2,74.5,25.6,80.0,37.64,not in demand
EV2657,LiFePO4,Hatchback,31.1,49.6,86.1,59.3,1.3,9.92,not in demand
EV2399,NiMH,SUV,5.2,39.8,94.5,39.7,111.3,7.96,not in demand
EV2208,NiMH,Hatchback,10.4,67.9,31.3,44.8,32.5,13.58,not in demand
EV3478,Li-ion,Hatchback,30.3,112.2,42.7,81.4,29.8,22.44,not in demand
EV2446,LiFePO4,Sedan,17.5,155.6,39.0,63.4,55.0,31.12,not in demand
EV2113,Li-ion,Hatchback,4.4,455.8,50.1,36.7,76.3,91.16,in demand
EV2823,LiFePO4,Hatchback,25.7,147.6,10.9,64.4,4.1,29.52,not in demand
EV1512,LiFePO4,Sedan,26.7,62.4,38.5,65.6,79.6,12.48,not in demand
EV1883,LiFePO4,Sedan,-1.9,157.9,63.3,33.5,20.2,31.58,not in demand
EV0652,Li-ion,Truck,40.5,365.2,31.1,93.0,89.3,73.04,in demand
EV2672,Li-ion,Sedan,-6.5,356.7,14.2,72.2,53.7,71.34,in demand
EV3090,NiMH,Truck,44.0,7.4,60.2,57.9,85.0,1.48,not in demand
EV0370,LiFePO4,Hatchback,24.0,293.2,55.7,62.9,103.2,58.64,in demand
EV1751,LiFePO4,Truck,24.5,442.1,89.2,69.7,56.8,88.42,in demand
EV0119,LiFePO4,Truck,35.8,46.0,99.8,97.3,25.7,9.2,not in demand
EV3321,NiMH,Sedan,9.6,403.4,11.0,43.7,68.7,80.68,in demand
EV3035,NiMH,SUV,32.1,151.7,25.8,76.0,33.1,30.34,not in demand
EV2217,Li-ion,Hatchback,10.0,296.9,46.4,33.9,53.7,59.38,in demand
EV2325,LiFePO4,Sedan,38.7,132.0,72.6,25.7,16.4,26.4,not in demand
EV1614,Li-ion,Hatchback,4.2,202.2,79.2,34.1,47.1,40.44,in demand
EV3152,LiFePO4,Sedan,23.0,376.1,88.2,35.4,55.6,75.22,in demand
EV0963,LiFePO4,Sedan,11.2,83.5,72.7,54.2,117.7,16.7,not in demand
EV2511,Li-ion,Hatchback,41.9,244.4,11.3,31.0,75.8,48.88,in demand
EV3304,LiFePO4,Sedan,30.6,265.7,10.7,65.8,109.6,53.14,in demand
EV2824,LiFePO4,Truck,10.9,96.8,52.5,31.3,90.0,19.36,not in demand
EV2136,LiFePO4,Truck,42.6,277.3,57.0,58.1,22.3,55.46,in demand
EV3033,Li-ion,Truck,22.1,11.9,13.3,36.0,7.0,2.38,not in demand
EV2416,NiMH,Hatchback,20.8,469.7,93.0,61.9,78.0,93.94,in demand
EV1520,Li-ion,Truck,37.8,352.2,17.4,64.8,32.3,70.44,in demand
EV2243,LiFePO4,Truck,13.2,458.2,18.3,89.7,56.6,91.64,in demand
EV2186,NiMH,SUV,24.2,128.4,60.1,28.3,13.1,25.68,not in demand
EV1716,NiMH,Sedan,12.0,246.8,89.6,29.0,100.5,49.36,in demand
EV2038,Li-ion,Hatchback,22.3,497.3,92.5,43.5,113.1,99.46,in demand
EV1370,NiMH,Hatchback,14.4,96.0,92.7,77.3,40.4,19.2,not in demand
EV0773,Li-ion,Sedan,20.9,313.1,58.5,99.0,87.6,62.62,in demand
EV1285,Li-ion,SUV,18.3,76.9,86.9,53.5,46.2,15.38,not in demand
EV1642,LiFePO4,Hatchback,10.1,111.8,68.5,46.7,28.4,22.36,not in demand
EV1017,NiMH,SUV,12.2,244.0,43.8,71.1,27.7,48.8,in demand
EV1415,Li-ion,Truck,-3.1,266.1,22.5,35.6,56.7,53.22,in demand
EV1235,LiFePO4,SUV,11.6,208.3,27.3,85.0,33.9,41.66,in demand
EV2700,Li-ion,SUV,8.3,328.8,83.7,69.2,31.7,65.76,in demand
EV0436,NiMH,Truck,6.3,5.3,25.2,41.7,97.8,1.06,not in demand
EV1675,Li-ion,Truck,24.3,393.2,97.5,49.9,0.5,78.64,in demand
EV0366,NiMH,SUV,39.0,440.0,23.1,30.6,84.4,88.0,in demand
EV2650,Li-ion,SUV,32.0,136.9,78.5,40.2,87.6,27.38,not in demand
EV0232,Li-ion,Truck,39.2,357.6,68.4,83.5,26.7,71.52,in demand
EV0564,LiFePO4,Sedan,0.7,353.3,42.9,59.2,52.0,70.66,in demand
EV3080,NiMH,Truck,35.0,128.2,81.5,63.4,22.8,25.64,not in demand
EV1523,LiFePO4,Sedan,21.5,20.9,70.6,57.4,35.9,4.18,not in demand
EV0408,NiMH,Sedan,40.2,352.7,45.9,51.7,116.1,70.54,in demand
EV2091,LiFePO4,Truck,17.5,37.3,57.3,98.8,49.9,7.46,not in demand
EV0087,LiFePO4,Truck,7.6,145.8,27.4,82.4,87.8,29.16,not in demand
EV0845,LiFePO4,Hatchback,40.4,95.9,77.2,49.2,107.9,19.18,not in demand
EV1032,LiFePO4,Sedan,-3.8,493.0,15.4,59.2,81.4,98.6,in demand
EV2856,NiMH,Sedan,-1.9,306.8,95.9,74.9,61.9,61.36,in demand
EV1006,LiFePO4,Truck,3.8,33.1,34.0,43.7,80.2,6.62,not in demand
EV2619,LiFePO4,SUV,8.7,252.6,93.7,29.8,51.3,50.52,in demand
EV1025,Li-ion,Hatchback,27.7,490.6,34.5,63.0,89.2,98.12,in demand
EV2659,Li-ion,Hatchback,29.9,465.7,32.6,38.6,98.0,93.14,in demand
EV0856,NiMH,Sedan,8.7,492.5,9.8,96.7,76.8,98.5,in demand
EV0079,LiFePO4,Truck,-5.5,382.4,41.7,35.9,17.0,76.48,in demand
EV2248,Li-ion,Hatchback,39.5,59.2,30.6,44.8,67.7,11.84,not in demand
EV2102,NiMH,Truck,45.0,159.5,39.7,38.8,57.8,31.9,not in demand
EV3192,LiFePO4,Hatchback,38.5,158.8,13.9,99.6,73.3,31.76,not in demand
EV3036,NiMH,Hatchback,-6.2,357.2,45.9,96.1,47.7,71.44,in demand
EV3379,LiFePO4,Hatchback,6.0,70.2,76.7,44.4,41.4,14.04,not in demand
EV2280,LiFePO4,Sedan,23.8,102.6,53.7,41.5,80.8,20.52,not in demand
EV2599,Li-ion,Truck,33.9,93.8,86.3,58.0,37.8,18.76,not in demand
EV3474,Li-ion,Sedan,11.6,325.6,18.7,77.3,21.4,65.12,in demand
EV1676,Li-ion,Hatchback,16.1,283.3,25.9,65.2,59.0,56.66,in demand
EV3429,Li-ion,Truck,7.9,447.7,1.3,44.4,12.1,89.54,in demand
EV2177,LiFePO4,Truck,8.8,377.7,54.3,74.4,63.9,75.54,in demand
EV0425,Li-ion,Hatchback,-3.1,150.2,37.8,76.9,119.9,30.04,not in demand
EV0393,Li-ion,Sedan,2.4,154.9,54.2,63.7,95.3,30.98,not in demand
EV1821,LiFePO4,Hatchback,41.3,26.3,29.2,43.5,11.1,5.26,not in demand
EV3347,LiFePO4,SUV,-9.7,429.2,35.6,76.8,49.9,85.84,in demand
EV0105,LiFePO4,Sedan,27.1,231.0,56.9,41.5,75.9,46.2,in demand
EV1026,NiMH,Hatchback,6.0,379.5,75.3,56.4,89.5,75.9,in demand
EV1299,NiMH,Hatchback,26.0,92.4,54.1,47.4,103.4,18.48,not in demand
EV1949,NiMH,Hatchback,13.0,34.6,54.7,51.6,7.3,6.92,not in demand
EV1460,LiFePO4,Hatchback,-2.7,153.9,41.8,83.8,15.9,30.78,not in demand
EV3258,LiFePO4,Truck,32.8,489.6,84.5,90.3,68.0,97.92,in demand
EV2804,Li-ion,Hatchback,16.6,423.8,76.1,58.9,40.3,84.76,in demand
EV2707,Li-ion,Hatchback,0.3,77.2,74.6,85.2,109.5,15.44,not in demand
EV0988,NiMH,Truck,16.1,147.0,67.1,60.0,86.5,29.4,not in demand
EV1588,LiFePO4,SUV,32.6,4.3,16.7,40.0,26.7,0.86,not in demand
EV1993,LiFePO4,Truck,0.1,76.7,29.7,68.4,39.9,15.34,not in demand
EV1732,LiFePO4,Truck,23.6,494.6,29.1,43.0,107.3,98.92,in demand
EV1964,NiMH,SUV,33.8,124.2,37.1,78.1,78.8,24.84,not in demand
EV2453,Li-ion,Hatchback,18.5,311.6,66.2,36.5,0.2,62.32,in demand
EV0296,NiMH,SUV,-3.8,191.9,59.8,89.5,93.1,38.38,not in demand
EV1792,LiFePO4,Hatchback,28.6,357.5,79.5,30.7,60.2,71.5,in demand
EV2356,NiMH,Hatchback,24.2,67.4,81.8,85.6,28.7,13.48,not in demand
EV1941,Li-ion,Truck,39.7,77.8,47.6,70.7,36.3,15.56,not in demand
