station_id,destination_id,hour,temperature,humidity,weekday,is_holiday,passenger_volume_last_hour,weather_condition,day_type,passenger_flow
102,205,18:00,38.6,44,Monday,No,814,Rainy,WorkingDay,High
103,205,08:00,39.2,86,Wednesday,No,130,Cloudy,Weekend,Low
102,203,08:00,28.9,64,Thursday,No,982,Clear,WorkingDay,High
102,204,08:00,20.3,54,Thursday,No,415,Cloudy,Weekend,Low
105,204,08:00,26.8,80,Thursday,No,716,Foggy,WorkingDay,Medium
102,204,12:00,30.7,62,Thursday,Yes,789,Rainy,Weekend,High
105,203,18:00,36.1,57,Friday,Yes,572,Foggy,Weekend,High
102,204,06:00,36,30,Thursday,No,956,Cloudy,Weekend,Medium
104,205,10:00,28,89,Friday,No,468,Foggy,WorkingDay,High
101,205,14:00,21.5,35,Saturday,Yes,693,Cloudy,WorkingDay,Medium
104,204,14:00,28.5,53,Sunday,No,291,Clear,Weekend,Low
101,201,18:00,30.2,38,Thursday,No,651,Rainy,Weekend,Medium
103,204,20:00,38.6,78,Thursday,Yes,401,Cloudy,WorkingDay,Medium
103,202,18:00,36.6,58,Saturday,Yes,623,Rainy,WorkingDay,High
105,203,16:00,39.9,32,Saturday,Yes,259,Rainy,WorkingDay,Low
103,204,18:00,22.4,70,Saturday,No,100,Cloudy,Weekend,High
102,201,18:00,30.5,30,Thursday,No,788,Foggy,Weekend,Low
103,205,10:00,35.6,35,Friday,No,566,Foggy,Weekend,High
103,202,20:00,20.7,44,Sunday,Yes,139,Foggy,WorkingDay,Low
102,202,08:00,33.7,55,Friday,No,581,Rainy,WorkingDay,High
103,203,06:00,29,44,Sunday,Yes,641,Rainy,WorkingDay,High
105,205,14:00,29.3,66,Saturday,No,918,Cloudy,Weekend,High
101,201,10:00,38.4,39,Thursday,No,923,Cloudy,Weekend,High
101,204,14:00,36.1,33,Sunday,Yes,448,Clear,WorkingDay,Low
104,201,12:00,23.4,57,Saturday,No,781,Clear,Weekend,High
102,201,18:00,30.5,30,Thursday,No,788,Foggy,Weekend,Low
105,204,06:00,38,63,Thursday,Yes,826,Cloudy,WorkingDay,High
101,202,14:00,34.3,34,Sunday,Yes,734,Cloudy,Weekend,Medium
101,204,20:00,38.6,89,Friday,No,335,Cloudy,WorkingDay,Medium
103,205,18:00,26.1,31,Wednesday,Yes,921,Clear,WorkingDay,Low
105,201,18:00,31.4,87,Friday,No,490,Cloudy,WorkingDay,High
104,205,16:00,26.5,61,Sunday,No,571,Cloudy,Weekend,High
103,204,20:00,21.3,70,Wednesday,Yes,198,Clear,Weekend,High
103,203,18:00,22.7,50,Wednesday,Yes,922,Cloudy,WorkingDay,Low
101,204,14:00,22.4,70,Sunday,Yes,623,Rainy,WorkingDay,High
103,201,08:00,25.8,51,Friday,No,895,Foggy,Weekend,Medium
105,202,06:00,36.6,33,Thursday,No,599,Cloudy,Weekend,Medium
102,202,20:00,25.4,82,Tuesday,No,891,Rainy,Weekend,Medium
103,202,16:00,37.3,61,Wednesday,No,574,Clear,WorkingDay,High
105,201,18:00,37.9,44,Tuesday,No,261,Cloudy,WorkingDay,High
101,201,14:00,20.4,75,Saturday,No,684,Clear,WorkingDay,Low
105,201,08:00,36.8,75,Monday,No,752,Rainy,WorkingDay,Low
104,205,20:00,35,54,Thursday,No,953,Cloudy,WorkingDay,High
104,203,12:00,39.4,52,Sunday,Yes,576,Rainy,Weekend,High
105,205,12:00,35.1,63,Saturday,Yes,447,Cloudy,WorkingDay,Low
103,205,08:00,39.2,86,Wednesday,No,130,Cloudy,Weekend,Low
104,203,08:00,21.3,62,Friday,No,745,Cloudy,WorkingDay,Low
102,201,18:00,35.2,60,Saturday,No,760,Rainy,WorkingDay,Low
101,201,06:00,35.4,35,Wednesday,No,509,Foggy,Weekend,High
102,201,10:00,20.8,54,Sunday,No,376,Cloudy,Weekend,Low
105,205,08:00,28.2,82,Monday,Yes,475,Foggy,WorkingDay,Low
104,205,06:00,36.4,69,Monday,Yes,941,Foggy,WorkingDay,High
105,201,10:00,36.3,46,Monday,Yes,491,Rainy,Weekend,High
104,204,20:00,27.6,81,Tuesday,No,931,Rainy,WorkingDay,Low
105,203,08:00,29.2,49,Friday,Yes,729,Rainy,WorkingDay,Low
101,204,16:00,25,59,Friday,No,137,Clear,WorkingDay,High
104,204,14:00,28.5,53,Sunday,No,291,Clear,Weekend,Low
101,205,18:00,31.4,85,Monday,Yes,414,Foggy,Weekend,High
104,201,08:00,34.4,85,Wednesday,No,913,Rainy,Weekend,High
104,205,16:00,23,80,Saturday,No,106,Cloudy,WorkingDay,Medium
105,205,14:00,20,36,Saturday,Yes,372,Rainy,Weekend,Medium
104,201,06:00,36.9,47,Friday,Yes,542,Foggy,WorkingDay,Medium
102,201,18:00,26.3,61,Sunday,Yes,999,Cloudy,WorkingDay,High
105,205,12:00,32.2,47,Tuesday,Yes,897,Rainy,WorkingDay,High
101,204,14:00,32,65,Saturday,No,391,Cloudy,Weekend,Medium
105,205,16:00,24.2,76,Sunday,Yes,953,Cloudy,WorkingDay,Low
105,205,10:00,24.9,43,Wednesday,No,556,Rainy,Weekend,Low
102,204,12:00,30.7,62,Thursday,Yes,789,Rainy,Weekend,High
105,202,06:00,34.6,62,Friday,Yes,478,Cloudy,Weekend,Medium
104,201,12:00,24.3,65,Tuesday,No,850,Cloudy,Weekend,Medium
102,202,14:00,28.1,67,Monday,No,477,Clear,Weekend,Medium
103,203,08:00,24.6,77,Sunday,No,758,Clear,Weekend,Medium
102,201,10:00,31.7,88,Thursday,No,975,Foggy,WorkingDay,Medium
104,205,12:00,23.5,74,Thursday,No,500,Clear,Weekend,Low
104,204,18:00,37.1,81,Saturday,Yes,552,Foggy,Weekend,Medium
102,205,20:00,33.6,38,Monday,Yes,266,Clear,WorkingDay,Low
101,203,20:00,31.5,64,Thursday,Yes,647,Clear,Weekend,Medium
105,205,08:00,38.6,74,Thursday,Yes,673,Foggy,WorkingDay,Low
101,204,06:00,20.8,79,Thursday,Yes,134,Foggy,Weekend,Low
102,205,18:00,38.6,44,Monday,No,814,Rainy,WorkingDay,High
101,203,18:00,23.7,58,Thursday,Yes,870,Clear,WorkingDay,High
101,203,18:00,23.7,58,Thursday,Yes,870,Clear,WorkingDay,High
103,204,08:00,26.9,59,Wednesday,No,325,Foggy,WorkingDay,High
101,202,18:00,28.6,50,Sunday,Yes,402,Clear,WorkingDay,Medium
105,201,12:00,36.7,54,Wednesday,No,792,Cloudy,Weekend,Low
102,204,10:00,22.9,73,Friday,Yes,829,Cloudy,WorkingDay,High
103,204,10:00,30.4,74,Tuesday,Yes,525,Foggy,Weekend,Low
102,203,08:00,29.4,69,Monday,Yes,118,Cloudy,Weekend,Medium
101,205,12:00,34.9,32,Saturday,Yes,500,Foggy,WorkingDay,High
105,204,10:00,23.1,38,Sunday,Yes,253,Rainy,WorkingDay,High
103,205,12:00,24.8,89,Tuesday,No,554,Rainy,WorkingDay,Low
104,204,14:00,34.1,78,Sunday,Yes,929,Foggy,Weekend,Low
105,204,16:00,27.7,39,Monday,No,701,Clear,WorkingDay,Medium
102,202,06:00,29.7,62,Sunday,Yes,918,Cloudy,WorkingDay,High
105,201,18:00,31.4,87,Friday,No,490,Cloudy,WorkingDay,High
105,202,18:00,34.4,55,Friday,No,625,Clear,Weekend,Low
101,202,16:00,20.9,50,Wednesday,No,302,Clear,WorkingDay,Low
103,204,10:00,26.6,56,Sunday,Yes,172,Cloudy,Weekend,Medium
104,201,08:00,33,78,Monday,No,703,Foggy,Weekend,High
101,203,20:00,31.5,64,Thursday,Yes,647,Clear,Weekend,Medium
102,205,12:00,23.5,30,Monday,Yes,850,Rainy,WorkingDay,Medium
101,204,14:00,22.4,70,Sunday,Yes,623,Rainy,WorkingDay,High
101,202,18:00,25.3,31,Thursday,Yes,741,Cloudy,Weekend,High
104,201,12:00,33.9,82,Saturday,Yes,740,Clear,Weekend,High
101,205,14:00,37.5,31,Friday,Yes,410,Cloudy,WorkingDay,Low
101,205,18:00,35,89,Thursday,Yes,373,Cloudy,WorkingDay,Medium
104,204,20:00,27.6,81,Tuesday,No,931,Rainy,WorkingDay,Low
105,201,18:00,29.1,31,Saturday,Yes,601,Rainy,Weekend,Medium
102,203,12:00,21.5,68,Wednesday,No,140,Rainy,Weekend,Medium
103,201,18:00,32.5,33,Monday,No,873,Clear,Weekend,Medium
104,202,20:00,39.7,61,Tuesday,Yes,346,Foggy,Weekend,Medium
105,204,10:00,28,48,Thursday,Yes,703,Cloudy,Weekend,Medium
105,204,10:00,25.4,68,Sunday,Yes,253,Clear,WorkingDay,High
104,202,18:00,23.5,50,Thursday,Yes,937,Cloudy,Weekend,Low
101,202,18:00,25.3,31,Thursday,Yes,741,Cloudy,Weekend,High
101,201,08:00,23.2,40,Thursday,No,545,Cloudy,Weekend,High
101,205,14:00,38.8,31,Sunday,No,291,Rainy,WorkingDay,High
105,201,18:00,28.2,44,Monday,No,137,Foggy,Weekend,High
104,203,10:00,32.2,73,Wednesday,No,956,Rainy,Weekend,Low
102,201,06:00,30.6,71,Thursday,No,455,Rainy,WorkingDay,Medium
101,201,14:00,20.4,75,Saturday,No,684,Clear,WorkingDay,Low
102,204,14:00,36.1,78,Saturday,No,116,Clear,WorkingDay,Low
104,203,18:00,33.4,62,Sunday,Yes,552,Cloudy,WorkingDay,Medium
101,205,10:00,25.8,88,Friday,Yes,610,Rainy,Weekend,Medium
105,202,14:00,39.8,42,Wednesday,Yes,267,Cloudy,Weekend,High
105,205,14:00,29.3,66,Saturday,No,918,Cloudy,Weekend,High
104,203,06:00,31.6,51,Friday,Yes,150,Cloudy,Weekend,High
104,201,08:00,33,78,Monday,No,703,Foggy,Weekend,High
105,205,18:00,27.8,69,Monday,No,110,Rainy,WorkingDay,Low
101,203,16:00,30.5,44,Sunday,Yes,957,Foggy,WorkingDay,Low
101,202,06:00,36.6,75,Wednesday,No,429,Foggy,Weekend,Low
102,204,20:00,27.6,68,Saturday,Yes,190,Rainy,WorkingDay,Low
102,201,10:00,23.3,84,Friday,Yes,896,Rainy,WorkingDay,Low
103,203,20:00,23.6,85,Monday,Yes,995,Foggy,WorkingDay,Medium
101,204,06:00,36,61,Tuesday,No,769,Clear,Weekend,High
104,202,16:00,37.7,57,Tuesday,Yes,363,Foggy,Weekend,Medium
101,205,14:00,21.5,35,Saturday,Yes,693,Cloudy,WorkingDay,Medium
101,201,18:00,27.4,68,Thursday,Yes,195,Cloudy,WorkingDay,Medium
103,205,14:00,23.2,54,Saturday,No,756,Rainy,Weekend,Low
105,205,14:00,39.8,88,Friday,Yes,683,Cloudy,Weekend,Medium
105,204,14:00,38.1,56,Tuesday,No,325,Cloudy,WorkingDay,Medium
105,204,08:00,26.8,80,Thursday,No,716,Foggy,WorkingDay,Medium
102,203,06:00,32.8,68,Tuesday,No,803,Clear,WorkingDay,Medium
104,203,18:00,23.1,65,Wednesday,No,944,Clear,Weekend,Medium
102,205,14:00,23,62,Tuesday,No,510,Cloudy,WorkingDay,Low
103,205,18:00,21,81,Sunday,No,449,Clear,WorkingDay,Medium
101,205,18:00,30.2,86,Friday,Yes,135,Cloudy,WorkingDay,High
105,203,18:00,36.1,57,Friday,Yes,572,Foggy,Weekend,High
102,201,18:00,30.5,30,Thursday,No,788,Foggy,Weekend,Low
104,204,20:00,27.6,81,Tuesday,No,931,Rainy,WorkingDay,Low
101,204,14:00,36.1,33,Sunday,Yes,448,Clear,WorkingDay,Low
104,204,10:00,22.2,43,Monday,Yes,475,Clear,WorkingDay,High
103,202,18:00,31.4,80,Saturday,Yes,272,Cloudy,Weekend,Medium
105,202,12:00,20.7,87,Monday,No,358,Rainy,Weekend,High
101,203,20:00,31.5,64,Thursday,Yes,647,Clear,Weekend,Medium
103,204,18:00,36.3,73,Wednesday,Yes,488,Cloudy,Weekend,Low
105,205,16:00,24.2,76,Sunday,Yes,953,Cloudy,WorkingDay,Low
104,202,10:00,39.7,40,Sunday,No,952,Foggy,WorkingDay,High
105,201,20:00,30.3,61,Friday,No,160,Clear,WorkingDay,High
104,201,14:00,28,39,Friday,No,857,Foggy,WorkingDay,Low
101,203,16:00,30.5,44,Sunday,Yes,957,Foggy,WorkingDay,Low
103,203,16:00,31.1,66,Sunday,Yes,664,Rainy,Weekend,Low
105,205,12:00,35.1,63,Saturday,Yes,447,Cloudy,WorkingDay,Low
101,201,08:00,21.4,75,Sunday,No,128,Rainy,WorkingDay,Low
104,202,16:00,37.7,57,Tuesday,Yes,363,Foggy,Weekend,Medium
105,202,10:00,39.1,82,Wednesday,Yes,617,Cloudy,WorkingDay,High
101,205,18:00,31.4,85,Monday,Yes,414,Foggy,Weekend,High
102,203,08:00,29,70,Tuesday,Yes,260,Rainy,WorkingDay,High
105,205,10:00,34.8,64,Wednesday,No,972,Foggy,Weekend,Medium
104,203,16:00,27.4,61,Thursday,No,558,Clear,WorkingDay,Medium
102,205,06:00,25,83,Wednesday,Yes,659,Rainy,Weekend,High
105,203,14:00,29.1,81,Friday,Yes,795,Foggy,Weekend,Medium
101,203,06:00,26.7,81,Thursday,Yes,114,Rainy,Weekend,Low
101,205,14:00,37.5,31,Friday,Yes,410,Cloudy,WorkingDay,Low
105,202,16:00,37.3,46,Friday,No,808,Clear,Weekend,Low
101,202,20:00,38.9,83,Wednesday,No,984,Foggy,Weekend,High
101,205,14:00,37.5,31,Friday,Yes,410,Cloudy,WorkingDay,Low
103,205,12:00,32.7,62,Tuesday,Yes,250,Rainy,WorkingDay,Medium
104,201,06:00,36.9,47,Friday,Yes,542,Foggy,WorkingDay,Medium
105,205,16:00,24.2,76,Sunday,Yes,953,Cloudy,WorkingDay,Low
101,204,16:00,25,59,Friday,No,137,Clear,WorkingDay,High
102,203,08:00,38.3,83,Sunday,Yes,763,Foggy,Weekend,Medium
102,202,20:00,25.4,82,Tuesday,No,891,Rainy,Weekend,Medium
102,201,14:00,36.7,46,Sunday,No,352,Rainy,Weekend,Medium
102,201,08:00,29.9,87,Friday,Yes,600,Foggy,Weekend,Low
105,203,14:00,30.7,66,Sunday,Yes,363,Foggy,Weekend,Medium
104,202,10:00,23.1,42,Saturday,No,715,Rainy,Weekend,High
102,204,08:00,20.3,54,Thursday,No,415,Cloudy,Weekend,Low
105,205,08:00,38.6,74,Thursday,Yes,673,Foggy,WorkingDay,Low
101,203,20:00,31.5,64,Thursday,Yes,647,Clear,Weekend,Medium
104,205,20:00,34.1,69,Tuesday,No,141,Foggy,Weekend,High
103,201,12:00,22.3,50,Friday,No,445,Clear,Weekend,High
104,203,08:00,21.3,62,Friday,No,745,Cloudy,WorkingDay,Low
101,202,18:00,34.1,34,Saturday,No,128,Clear,WorkingDay,Medium
105,203,06:00,29.2,82,Sunday,Yes,199,Cloudy,Weekend,Medium
102,205,18:00,38.6,44,Monday,No,814,Rainy,WorkingDay,High
101,202,16:00,31.4,78,Friday,No,611,Cloudy,WorkingDay,High
103,205,14:00,23.2,54,Saturday,No,756,Rainy,Weekend,Low
103,205,14:00,39,84,Wednesday,Yes,596,Cloudy,WorkingDay,Medium
103,202,20:00,25.2,53,Saturday,No,168,Rainy,WorkingDay,Low
104,201,08:00,38.2,87,Sunday,Yes,998,Cloudy,Weekend,High
102,203,08:00,39.8,62,Sunday,Yes,559,Clear,Weekend,Medium
104,205,16:00,32.1,55,Sunday,No,128,Cloudy,WorkingDay,Low
102,204,08:00,39.6,60,Wednesday,Yes,105,Rainy,Weekend,Low
104,205,20:00,35,54,Thursday,No,953,Cloudy,WorkingDay,High
103,205,12:00,24.4,42,Tuesday,Yes,895,Rainy,Weekend,Low
105,201,18:00,29.1,31,Saturday,Yes,601,Rainy,Weekend,Medium
105,202,06:00,34.6,62,Friday,Yes,478,Cloudy,Weekend,Medium
104,204,18:00,37.1,81,Saturday,Yes,552,Foggy,Weekend,Medium
103,204,16:00,28.8,79,Wednesday,No,321,Foggy,WorkingDay,High
101,202,08:00,25.7,60,Thursday,No,763,Foggy,WorkingDay,Low
104,203,14:00,35.2,66,Thursday,No,473,Cloudy,WorkingDay,Low
105,204,08:00,38.9,40,Sunday,No,161,Cloudy,Weekend,High
103,201,18:00,32.5,33,Monday,No,873,Clear,Weekend,Medium
104,203,14:00,38.2,52,Sunday,Yes,330,Rainy,WorkingDay,Low
104,201,06:00,36.9,47,Friday,Yes,542,Foggy,WorkingDay,Medium
102,205,10:00,39.3,64,Sunday,Yes,799,Foggy,Weekend,Medium
102,202,12:00,21.6,73,Saturday,Yes,271,Foggy,Weekend,Low
104,205,14:00,24.1,86,Saturday,No,216,Cloudy,Weekend,High
101,204,08:00,27.4,70,Saturday,Yes,136,Cloudy,Weekend,Low
105,204,08:00,38.9,40,Sunday,No,161,Cloudy,Weekend,High
105,205,20:00,38.5,39,Tuesday,No,884,Foggy,WorkingDay,High
101,202,18:00,29.4,56,Saturday,No,683,Foggy,Weekend,Low
102,205,16:00,37.5,58,Sunday,No,799,Clear,Weekend,Low
101,202,18:00,29.4,56,Saturday,No,683,Foggy,Weekend,Low
105,204,10:00,25.4,68,Sunday,Yes,253,Clear,WorkingDay,High
105,202,10:00,32.7,63,Saturday,No,279,Rainy,WorkingDay,Medium
102,202,06:00,28.1,68,Friday,Yes,626,Clear,Weekend,Low
103,204,16:00,27,62,Wednesday,Yes,383,Rainy,Weekend,Medium
101,205,14:00,37.5,31,Friday,Yes,410,Cloudy,WorkingDay,Low
103,205,12:00,22.8,57,Saturday,No,799,Clear,WorkingDay,High
102,205,18:00,29.5,59,Saturday,No,471,Cloudy,Weekend,Medium
101,202,12:00,37.9,84,Sunday,No,998,Foggy,WorkingDay,High
105,202,10:00,33.6,32,Monday,No,332,Cloudy,Weekend,High
105,201,12:00,36.7,54,Wednesday,No,792,Cloudy,Weekend,Low
104,202,20:00,39.7,61,Tuesday,Yes,346,Foggy,Weekend,Medium
101,205,16:00,34.2,48,Tuesday,Yes,544,Foggy,Weekend,Low
105,201,18:00,28.2,44,Monday,No,137,Foggy,Weekend,High
101,203,20:00,31.5,64,Thursday,Yes,647,Clear,Weekend,Medium
103,202,16:00,29,62,Monday,Yes,147,Foggy,Weekend,High
103,203,18:00,28.2,52,Sunday,No,835,Rainy,Weekend,High
101,202,06:00,29.5,38,Thursday,Yes,812,Foggy,WorkingDay,Medium
101,204,16:00,31.1,80,Saturday,No,546,Clear,WorkingDay,High
101,201,14:00,24.4,51,Monday,No,334,Foggy,WorkingDay,High
103,204,10:00,26.6,56,Sunday,Yes,172,Cloudy,Weekend,Medium
101,202,12:00,21.7,64,Monday,Yes,352,Clear,Weekend,Low
105,204,12:00,21.4,56,Monday,No,291,Cloudy,WorkingDay,Medium
103,204,18:00,36.3,73,Wednesday,Yes,488,Cloudy,Weekend,Low
101,203,12:00,23.7,44,Wednesday,Yes,252,Clear,Weekend,Medium
102,202,14:00,28.1,67,Monday,No,477,Clear,Weekend,Medium
103,203,12:00,23.6,33,Tuesday,Yes,795,Cloudy,WorkingDay,Medium
105,202,06:00,36.6,33,Thursday,No,599,Cloudy,Weekend,Medium
102,203,12:00,21.5,68,Wednesday,No,140,Rainy,Weekend,Medium
101,204,14:00,36.1,33,Sunday,Yes,448,Clear,WorkingDay,Low
103,204,14:00,27.3,76,Monday,Yes,662,Foggy,WorkingDay,Low
102,203,14:00,29.1,85,Tuesday,Yes,422,Foggy,WorkingDay,Low
105,201,14:00,29.6,56,Saturday,Yes,628,Clear,WorkingDay,Low
104,205,16:00,26.4,62,Thursday,No,484,Cloudy,WorkingDay,Low
105,201,14:00,32.3,78,Saturday,Yes,332,Foggy,WorkingDay,High
105,205,16:00,33.4,50,Thursday,No,834,Rainy,WorkingDay,Medium
101,204,06:00,29.2,75,Monday,Yes,462,Cloudy,Weekend,High
105,203,10:00,20.6,38,Saturday,No,823,Clear,WorkingDay,Low
101,205,18:00,31.4,85,Monday,Yes,414,Foggy,Weekend,High
105,203,14:00,28.3,34,Thursday,Yes,914,Cloudy,Weekend,Medium
102,205,20:00,33.6,38,Monday,Yes,266,Clear,WorkingDay,Low
103,202,14:00,20.1,65,Tuesday,Yes,356,Clear,Weekend,Low
105,202,08:00,34,45,Thursday,No,753,Foggy,Weekend,Low
104,202,16:00,30.3,46,Tuesday,No,183,Foggy,Weekend,High
103,201,16:00,27.1,57,Wednesday,Yes,817,Rainy,Weekend,Medium
103,204,20:00,38.2,48,Monday,No,737,Foggy,Weekend,Low
101,201,08:00,23.2,40,Thursday,No,545,Cloudy,Weekend,High
102,203,08:00,25.5,58,Saturday,Yes,615,Cloudy,Weekend,Low
104,201,08:00,26.5,45,Monday,No,848,Foggy,WorkingDay,High
101,202,16:00,20.9,50,Wednesday,No,302,Clear,WorkingDay,Low
101,204,14:00,23,83,Tuesday,No,619,Foggy,WorkingDay,Low
104,203,10:00,32.2,73,Wednesday,No,956,Rainy,Weekend,Low
105,203,12:00,29.3,51,Saturday,Yes,413,Foggy,WorkingDay,Low
101,202,06:00,29.5,38,Thursday,Yes,812,Foggy,WorkingDay,Medium
103,204,16:00,27,62,Wednesday,Yes,383,Rainy,Weekend,Medium
104,204,18:00,37.1,81,Saturday,Yes,552,Foggy,Weekend,Medium
101,204,10:00,36.5,39,Friday,Yes,771,Rainy,Weekend,Low
103,202,14:00,20.1,65,Tuesday,Yes,356,Clear,Weekend,Low
101,201,18:00,30.2,38,Thursday,No,651,Rainy,Weekend,Medium
103,202,06:00,38,49,Wednesday,No,353,Clear,WorkingDay,Medium
101,205,18:00,31.4,85,Monday,Yes,414,Foggy,Weekend,High
104,205,20:00,36.6,78,Tuesday,Yes,560,Foggy,WorkingDay,High
105,201,06:00,34.3,47,Thursday,Yes,370,Foggy,Weekend,Medium
105,201,14:00,29.6,56,Saturday,Yes,628,Clear,WorkingDay,Low
102,205,06:00,25,83,Wednesday,Yes,659,Rainy,Weekend,High
102,205,06:00,28,86,Sunday,No,552,Cloudy,Weekend,High
102,203,08:00,38.7,61,Saturday,Yes,583,Clear,WorkingDay,Low
101,202,16:00,20.9,50,Wednesday,No,302,Clear,WorkingDay,Low
102,201,12:00,38.5,36,Monday,No,309,Clear,Weekend,Low
103,202,18:00,24.5,44,Sunday,No,760,Foggy,WorkingDay,Medium
105,204,12:00,27.7,61,Saturday,No,838,Foggy,WorkingDay,High
101,204,14:00,27,63,Friday,No,139,Clear,Weekend,Low
101,202,18:00,29.4,56,Saturday,No,683,Foggy,Weekend,Low
101,202,18:00,26.8,66,Sunday,No,678,Cloudy,WorkingDay,Medium
101,201,14:00,37.2,78,Sunday,No,791,Clear,Weekend,Low
101,201,10:00,20.7,49,Friday,Yes,360,Clear,Weekend,High
101,204,14:00,36.1,33,Sunday,Yes,448,Clear,WorkingDay,Low
104,204,18:00,38.6,75,Saturday,Yes,891,Cloudy,WorkingDay,High
105,204,14:00,29.9,54,Wednesday,Yes,441,Foggy,WorkingDay,Low
104,202,14:00,28.2,59,Tuesday,No,194,Rainy,Weekend,Medium
105,203,12:00,29.3,51,Saturday,Yes,413,Foggy,WorkingDay,Low
103,201,16:00,31.8,65,Sunday,Yes,169,Foggy,WorkingDay,Low
101,204,12:00,37.3,35,Sunday,Yes,217,Foggy,Weekend,Medium
101,205,14:00,37.5,31,Friday,Yes,410,Cloudy,WorkingDay,Low
105,205,16:00,33.4,50,Thursday,No,834,Rainy,WorkingDay,Medium
105,201,18:00,28.2,44,Monday,No,137,Foggy,Weekend,High
104,201,12:00,24.3,65,Tuesday,No,850,Cloudy,Weekend,Medium
102,201,10:00,33.9,81,Wednesday,Yes,899,Cloudy,WorkingDay,Low
101,201,06:00,32.5,40,Tuesday,Yes,845,Clear,Weekend,High
101,202,12:00,24.7,43,Friday,Yes,509,Rainy,Weekend,Low
104,205,20:00,34.1,69,Tuesday,No,141,Foggy,Weekend,High
101,203,16:00,34.9,33,Friday,Yes,697,Cloudy,WorkingDay,Medium
103,203,10:00,39.5,73,Tuesday,Yes,379,Cloudy,WorkingDay,High
101,204,14:00,22.4,70,Sunday,Yes,623,Rainy,WorkingDay,High
104,201,06:00,36.9,47,Friday,Yes,542,Foggy,WorkingDay,Medium
101,204,06:00,20.8,79,Thursday,Yes,134,Foggy,Weekend,Low
103,204,12:00,32.3,63,Tuesday,No,905,Foggy,WorkingDay,High
101,204,16:00,35.7,72,Tuesday,No,479,Foggy,WorkingDay,Low
102,202,14:00,28.1,67,Monday,No,477,Clear,Weekend,Medium
101,203,12:00,34.9,55,Thursday,No,840,Rainy,Weekend,High
101,201,08:00,23.2,40,Thursday,No,545,Cloudy,Weekend,High
104,204,08:00,26.6,83,Tuesday,No,666,Clear,WorkingDay,Medium
105,202,10:00,32.1,77,Saturday,No,657,Clear,WorkingDay,High
103,204,10:00,29.1,79,Sunday,Yes,298,Rainy,Weekend,Low
103,201,20:00,35.4,73,Monday,Yes,719,Rainy,Weekend,Low
101,205,18:00,30.2,86,Friday,Yes,135,Cloudy,WorkingDay,High
105,204,10:00,39.7,53,Tuesday,No,228,Rainy,WorkingDay,Low
104,203,14:00,35.2,66,Thursday,No,473,Cloudy,WorkingDay,Low
102,204,06:00,36,30,Thursday,No,956,Cloudy,Weekend,Medium
105,204,10:00,25.4,68,Sunday,Yes,253,Clear,WorkingDay,High
101,201,06:00,32.5,40,Tuesday,Yes,845,Clear,Weekend,High
105,204,10:00,23.1,38,Sunday,Yes,253,Rainy,WorkingDay,High
101,201,10:00,38.4,39,Thursday,No,923,Cloudy,Weekend,High
104,205,16:00,32.1,55,Sunday,No,128,Cloudy,WorkingDay,Low
103,205,16:00,23.7,52,Monday,No,226,Foggy,WorkingDay,High
103,205,12:00,32.7,62,Tuesday,Yes,250,Rainy,WorkingDay,Medium
104,204,16:00,33.6,56,Monday,No,521,Clear,WorkingDay,Low
101,202,08:00,29,39,Monday,No,369,Clear,WorkingDay,Medium
101,205,18:00,39.5,47,Friday,Yes,995,Cloudy,Weekend,Medium
104,201,12:00,32.7,35,Wednesday,No,895,Clear,Weekend,Low
104,203,08:00,36.5,66,Wednesday,Yes,104,Clear,WorkingDay,Medium
102,201,10:00,33.9,81,Wednesday,Yes,899,Cloudy,WorkingDay,Low
105,204,06:00,38,63,Thursday,Yes,826,Cloudy,WorkingDay,High
103,201,08:00,34.6,69,Saturday,Yes,825,Foggy,Weekend,Low
102,203,20:00,38.6,40,Tuesday,Yes,325,Rainy,WorkingDay,Low
104,201,12:00,23.4,57,Saturday,No,781,Clear,Weekend,High
104,201,08:00,34.4,85,Wednesday,No,913,Rainy,Weekend,High
105,201,10:00,23.6,66,Saturday,Yes,377,Foggy,WorkingDay,Low
102,204,08:00,33.2,62,Tuesday,No,670,Clear,WorkingDay,High
102,203,12:00,30,76,Thursday,Yes,327,Cloudy,Weekend,Medium
101,201,14:00,29.1,57,Thursday,No,472,Cloudy,Weekend,Low
105,202,20:00,27.9,80,Wednesday,No,990,Rainy,WorkingDay,High
103,205,08:00,23.3,85,Wednesday,Yes,900,Cloudy,WorkingDay,Medium
103,203,06:00,29,44,Sunday,Yes,641,Rainy,WorkingDay,High
102,205,08:00,36.7,89,Sunday,Yes,286,Foggy,WorkingDay,Low
101,205,18:00,39.5,47,Friday,Yes,995,Cloudy,Weekend,Medium
105,203,10:00,29.3,87,Sunday,Yes,415,Rainy,Weekend,Low
103,203,14:00,21.7,62,Thursday,No,216,Rainy,Weekend,Medium
103,201,18:00,30.9,40,Monday,No,757,Foggy,WorkingDay,Medium
104,204,08:00,26.6,83,Tuesday,No,666,Clear,WorkingDay,Medium
105,201,12:00,31.6,30,Sunday,Yes,121,Rainy,Weekend,High
105,205,16:00,23.5,59,Saturday,Yes,456,Cloudy,Weekend,Low
103,205,08:00,22.2,86,Thursday,Yes,443,Cloudy,Weekend,Low
104,204,18:00,37.1,81,Saturday,Yes,552,Foggy,Weekend,Medium
